깨끗한나라,004540,9300,9300,5530,4765,4344,3923,0,False,False,0.0,0,-,20210325,
나노,187790,2085,2085,1115,1115,1115,1115,0,False,False,0.0,0,-,0,
나노브릭,286750,12875,11350,3955,3955,3955,3955,0,False,False,0.0,0,-,0,
나노신소재,121600,52200,40800,28600,24640,22462,20284,0,False,False,0.0,0,-,20200708,
나노씨엠에스,247660,36000,36000,23800,23800,23800,23800,0,False,False,0.0,0,-,0,
나노엔텍,039860,16600,12650,11550,9966,9095,8224,0,False,False,0.0,0,-,20200625,
나노캠텍,091970,3085,3085,1535,1535,1535,1535,0,False,False,0.0,0,-,0,
나라엠앤디,051490,14650,14650,12000,10356,9452,8548,0,False,False,0.0,0,-,20200922,
나무기술,242040,4030,3720,2260,2260,2260,2260,0,False,False,0.0,0,-,0,
나스미디어,089600,43900,43900,19760,19760,19760,19760,0,False,False,0.0,0,-,0,
나우IB,293580,19100,19100,17250,14880,13576,12272,0,False,False,2.0,14228,-,20210409,
나이벡,138610,48950,48950,7410,7410,7410,7410,0,False,False,0.0,0,-,0,
나이스디앤비,130580,13450,11050,6870,6870,6870,6870,0,False,False,0.0,0,-,0,
나이스정보통신,036800,37100,37100,22200,22200,22200,22200,0,False,False,0.0,0,-,0,
나인테크,267320,6840,6840,1205,1205,1205,1205,0,False,False,0.0,0,-,20201006,
남광토건,001260,19600,19600,7050,7050,7050,7050,0,False,False,0.0,0,-,20201210,
남선알미늄,008350,6860,5150,3265,3265,3265,3265,0,False,False,0.0,0,-,0,
남성,004270,5160,5070,3675,3168,2889,2610,0,False,False,0.0,0,-,20201012,
남양유업,003920,739000,739000,307500,307500,307500,307500,0,False,False,0.0,0,-,0,
남해화학,025860,10750,10750,5350,5350,5350,5350,0,False,False,0.0,0,-,0,
남화산업,111710,15200,12700,9540,9540,9540,9540,0,False,False,0.0,0,-,0,
남화토건,091590,17550,14350,10050,10050,10050,10050,0,False,False,0.0,0,-,0,
네오셈,253590,4800,4800,4150,3577,3262,2947,0,False,False,0.0,0,-,20200915,
네오오토,212560,10200,10200,7330,6316,5758,5200,0,False,False,0.0,0,-,20210316,
네오위즈,095660,32800,27000,14500,14500,14500,14500,0,False,False,0.0,0,-,0,
네오위즈홀딩스,042420,53400,53400,11600,11600,11600,11600,0,False,False,0.0,0,-,20210222,
네오이뮨텍(Reg.S),950220,17450,17450,13550,13550,13550,13550,0,False,False,0.0,0,-,0,
네오크레마,311390,11950,9940,4600,4600,4600,4600,0,False,False,0.0,0,-,0,
네오티스,085910,4600,4600,3080,3080,3080,3080,0,False,False,0.0,0,-,0,
네오팜,092730,39000,39000,23750,23750,23750,23750,0,False,False,0.0,0,-,0,
네온테크,306620,5430,5430,1505,1505,1505,1505,0,False,False,0.0,0,-,20201013,
네패스,033640,48850,48850,28850,28850,28850,28850,0,False,False,0.0,0,-,0,
네패스아크,330860,62000,62000,36200,36200,36200,36200,0,False,False,0.0,0,-,0,
넥센,005720,5340,5340,3760,3760,3760,3760,0,False,False,0.0,0,-,0,
넥센타이어,002350,9370,9370,4650,4650,4650,4650,0,False,False,0.0,0,-,0,
넥스턴바이오,089140,23800,23800,7970,7970,7970,7970,0,False,False,0.0,0,-,0,
넥스트BT,065170,2945,2065,1150,1150,1150,1150,0,False,False,0.0,0,-,20200512,
넥스트아이,137940,2470,2470,2470,2128,1940,1752,1,False,False,0.0,0,-,20210531,
넥스틴,348210,83500,83500,23045,23045,23045,23045,0,False,False,0.0,0,-,0,
넥슨지티,041140,22850,18450,7030,6058,5523,4988,0,False,False,0.0,0,-,20200427,
넷마블,251270,204500,151000,89700,89700,89700,89700,0,False,False,0.0,0,-,0,
노랑풍선,104620,33000,33000,7740,7740,7740,7740,0,False,False,0.0,0,-,20200812,
노루페인트,090350,16850,16850,5340,5340,5340,5340,0,False,False,0.0,0,-,0,
노루홀딩스,000320,17350,17350,7970,7970,7970,7970,0,False,False,0.0,0,-,0,
노바렉스,194700,49450,49450,21800,21800,21800,21800,0,False,False,0.0,0,-,0,
노바텍,285490,51900,51900,4345,4345,4345,4345,0,False,False,0.0,0,-,0,
노터스,278650,35400,35400,32300,27830,25372,22914,0,False,False,0.0,0,-,20210105,
녹십자,006280,538000,538000,117500,117500,117500,117500,0,False,False,0.0,0,-,0,
녹십자랩셀,144510,150700,150700,119700,103140,94032,84924,0,False,False,0.0,0,-,20210104,
녹십자셀,031390,67900,67900,34000,34000,34000,34000,0,False,False,0.0,0,-,20200313,
녹십자엠에스,142280,19950,17400,3420,3420,3420,3420,0,False,False,0.0,0,-,20200831,
녹십자웰빙,234690,18850,15600,16400,14150,12912,11674,0,False,False,0.0,0,-,20200907,
녹십자홀딩스,005250,56300,56300,35000,30170,27514,24858,0,False,False,0.0,0,-,20201104,
농심,004370,401500,312500,261000,261000,261000,261000,0,False,False,0.0,0,-,0,
농심홀딩스,072710,88400,88400,66200,66200,66200,66200,0,False,False,0.0,0,-,0,
농우바이오,054050,16050,16050,7600,7600,7600,7600,0,False,False,0.0,0,-,0,
누리플렉스,040160,11500,11500,4015,4015,4015,4015,0,False,False,0.0,0,-,0,
뉴인텍,012340,5480,5480,3995,3443,3139,2835,0,False,False,0.0,0,-,20210108,
뉴트리,270870,43350,43350,14750,14750,14750,14750,0,False,False,0.0,0,-,0,
뉴파워프라즈마,144960,7820,7470,2800,2800,2800,2800,0,False,False,0.0,0,-,0,
뉴프렉스,085670,2850,2765,1085,1085,1085,1085,0,False,False,0.0,0,-,0,
다나와,119860,37950,37950,19700,19700,19700,19700,0,False,False,0.0,0,-,0,
다날,064260,10200,10200,6680,5756,5248,4740,0,False,False,0.0,0,-,20210217,
다산네트웍스,039560,15550,14250,4520,4520,4520,4520,0,False,False,0.0,0,-,0,
다스코,058730,7080,5740,4420,4420,4420,4420,0,False,False,0.0,0,-,0,
다우기술,023590,29600,29600,13750,13750,13750,13750,0,False,False,0.0,0,-,0,
다우데이타,032190,17750,15350,4990,4990,4990,4990,0,False,False,0.0,0,-,0,
